"2016-03-26T17:14:34.430Z, ""load"", ""https://search.yahoo.com/yhs/search?p=deredactie&ei=UTF-8&hspart=mozilla&hsimp=yhs-002"", """"";;;
"2016-03-26T17:52:24.295Z, ""polling"", ""https://onderwijsaanbod.kuleuven.be/opleidingen/n/SC_51230411.htm#bl=03"", """"";;;
"2016-03-26T17:52:27.795Z, ""polling"", ""https://onderwijsaanbod.kuleuven.be/opleidingen/n/SC_51230411.htm#bl=03,0303"", """"";;;
"2016-03-26T17:52:29.038Z, ""click"", ""https://onderwijsaanbod.kuleuven.be/opleidingen/n/SC_51230411.htm#bl=03,0303"", ""https://onderwijsaanbod.kuleuven.be/opleidingen/n/SC_51230411.htm#""";;;
"2016-03-26T17:52:29.296Z, ""polling"", ""https://onderwijsaanbod.kuleuven.be/opleidingen/n/SC_51230411.htm#bl=03,0303,030301"", """"";;;
"2016-03-26T17:52:33.276Z, ""click"", ""https://onderwijsaanbod.kuleuven.be/opleidingen/n/SC_51230411.htm#bl=03,0303,030301"", ""https://onderwijsaanbod.kuleuven.be/opleidingen/n/SC_51230411.htm#""";;;
"2016-03-26T17:52:33.307Z, ""polling"", ""https://onderwijsaanbod.kuleuven.be/opleidingen/n/SC_51230411.htm#bl=03,0303,030301,030302"", """"";;;
"2016-03-26T17:52:36.048Z, ""click"", ""https://onderwijsaanbod.kuleuven.be/opleidingen/n/SC_51230411.htm#bl=03,0303,030301,030302"", ""https://onderwijsaanbod.kuleuven.be/opleidingen/n/SC_51230411.htm#""";;;
"2016-03-26T17:52:36.297Z, ""polling"", ""https://onderwijsaanbod.kuleuven.be/opleidingen/n/SC_51230411.htm#bl=03,0303,030301,030302,03030201"", """"";;;
"2016-03-26T17:52:37.748Z, ""click"", ""https://onderwijsaanbod.kuleuven.be/opleidingen/n/SC_51230411.htm#bl=03,0303,030301,030302,03030201"", ""https://onderwijsaanbod.kuleuven.be/syllabi/e/H0T25AE.htm""";;;
"2016-03-26T17:52:37.752Z, ""beforeunload"", ""https://onderwijsaanbod.kuleuven.be/opleidingen/n/SC_51230411.htm#bl=03,0303,030301,030302,03030201"", """"";;;
"2016-03-26T17:52:38.597Z, ""load"", ""https://onderwijsaanbod.kuleuven.be/syllabi/e/H0T25AE.htm"", """"";;;
"2016-03-26T17:52:38.627Z, ""click"", ""https://onderwijsaanbod.kuleuven.be/syllabi/e/H0T25AE.htm"", ""https://onderwijsaanbod.kuleuven.be/syllabi/e/H0T25AE.htm#""";;;
"2016-03-26T17:52:39.099Z, ""polling"", ""https://onderwijsaanbod.kuleuven.be/syllabi/e/H0T25AE.htm#activetab=doelstellingen_idm2097504"", """"";;;
"2016-03-26T17:52:49.078Z, ""load"", ""https://onderwijsaanbod.kuleuven.be/syllabi/e/H0T25AE.htm#activetab=doelstellingen_idm2097504"", """"";;;
"2016-03-26T17:52:49.120Z, ""click"", ""https://onderwijsaanbod.kuleuven.be/syllabi/e/H0T25AE.htm#activetab=doelstellingen_idm2097504"", ""https://onderwijsaanbod.kuleuven.be/syllabi/e/H0T25AE.htm#""";;;
"2016-03-26T17:52:49.581Z, ""polling"", ""https://onderwijsaanbod.kuleuven.be/syllabi/e/H0T25AE.htm#activetab=doelstellingen_idp542128"", """"";;;
"2016-03-26T17:52:49.807Z, ""load"", ""https://search.yahoo.com/yhs/search?p=Machine+Learning%3A+Project&ei=UTF-8&hspart=mozilla&hsimp=yhs-002"", """"";;;
"2016-03-26T17:52:53.786Z, ""beforeunload"", ""https://onderwijsaanbod.kuleuven.be/syllabi/e/H0T25AE.htm#activetab=doelstellingen_idp542128"", """"";;;
"2016-03-26T17:52:55.056Z, ""beforeunload"", ""https://search.yahoo.com/yhs/search?p=Machine+Learning%3A+Project&ei=UTF-8&hspart=mozilla&hsimp=yhs-002"", """"";;;
"2016-03-26T17:52:55.876Z, ""load"", ""https://search.yahoo.com/yhs/search";_ylt=AwrTcd5wzPZW3XwAn2gnnIlQ;"_ylc=X1MDMTM1MTE5NTY4NwRfcgMyBGZyA3locy1tb3ppbGxhLTAwMgRncHJpZANtQVN2eXFla1JSS2JhdHl5RWk1dHZBBG5fcnNsdAMwBG5fc3VnZwMxMARvcmlnaW4Dc2VhcmNoLnlhaG9vLmNvbQRwb3MDMARwcXN0cgMEcHFzdHJsAwRxc3RybAMzNARxdWVyeQNNYWNoaW5lIExlYXJuaW5nOiBQcm9qZWN0IGt1bGV1dmVuBHRfc3RtcAMxNDU5MDE0Nzc1?p=Machine+Learning%3A+Project+kuleuven&fr2=sb-top-search&hspart=mozilla&hsimp=yhs-002"", """"";
"2016-03-26T17:53:00.821Z, ""click"", ""https://search.yahoo.com/yhs/search";_ylt=AwrTcd5wzPZW3XwAn2gnnIlQ;"_ylc=X1MDMTM1MTE5NTY4NwRfcgMyBGZyA3locy1tb3ppbGxhLTAwMgRncHJpZANtQVN2eXFla1JSS2JhdHl5RWk1dHZBBG5fcnNsdAMwBG5fc3VnZwMxMARvcmlnaW4Dc2VhcmNoLnlhaG9vLmNvbQRwb3MDMARwcXN0cgMEcHFzdHJsAwRxc3RybAMzNARxdWVyeQNNYWNoaW5lIExlYXJuaW5nOiBQcm9qZWN0IGt1bGV1dmVuBHRfc3RtcAMxNDU5MDE0Nzc1?p=Machine+Learning%3A+Project+kuleuven&fr2=sb-top-search&hspart=mozilla&hsimp=yhs-002"", ""http://r.search.yahoo.com/_ylt=AwrTceB2zPZWiPEAdm0nnIlQ";"_ylu=X3oDMTEybDg3MTJ1BGNvbG8DZ3ExBHBvcwMxBHZ0aWQDQjE3MThfMQRzZWMDc3I-/RV=2/RE=1459043575/RO=10/RU=https%3a%2f%2fonderwijsaanbod.kuleuven.be%2fsyllabi%2fe%2fH0T25AE.htm/RK=0/RS=vhxhPEFTvTp20xE20rWd5KEltb4-"""
"2016-03-26T17:53:01.714Z, ""load"", ""https://onderwijsaanbod.kuleuven.be/syllabi/e/H0T25AE.htm"", """"";;;
"2016-03-26T17:53:01.745Z, ""click"", ""https://onderwijsaanbod.kuleuven.be/syllabi/e/H0T25AE.htm"", ""https://onderwijsaanbod.kuleuven.be/syllabi/e/H0T25AE.htm#""";;;
"2016-03-26T17:53:02.214Z, ""polling"", ""https://onderwijsaanbod.kuleuven.be/syllabi/e/H0T25AE.htm#activetab=doelstellingen_idm12920224"", """"";;;
"2016-03-26T17:53:06.837Z, ""click"", ""https://onderwijsaanbod.kuleuven.be/syllabi/e/H0T25AE.htm#activetab=doelstellingen_idm12920224"", ""https://onderwijsaanbod.kuleuven.be/syllabi/e/H0T25AE.htm#""";;;
"2016-03-26T17:53:10.737Z, ""click"", ""https://onderwijsaanbod.kuleuven.be/syllabi/e/H0T25AE.htm#activetab=doelstellingen_idm12920224"", ""https://onderwijsaanbod.kuleuven.be/syllabi/e/H0T25AE.htm#""";;;
"2016-03-26T17:53:19.909Z, ""click"", ""https://onderwijsaanbod.kuleuven.be/syllabi/e/H0T25AE.htm#activetab=doelstellingen_idm12920224"", ""https://onderwijsaanbod.kuleuven.be/2015/opleidingen/n/SC_51230411.htm""";;;
"2016-03-26T17:53:19.914Z, ""beforeunload"", ""https://onderwijsaanbod.kuleuven.be/syllabi/e/H0T25AE.htm#activetab=doelstellingen_idm12920224"", """"";;;
"2016-03-26T17:53:21.078Z, ""load"", ""https://onderwijsaanbod.kuleuven.be/2015/opleidingen/n/SC_51230411.htm"", """"";;;
"2016-03-26T17:53:25.252Z, ""click"", ""https://onderwijsaanbod.kuleuven.be/2015/opleidingen/n/SC_51230411.htm"", ""https://onderwijsaanbod.kuleuven.be/2015/opleidingen/n/SC_51230411.htm#""";;;
"2016-03-26T17:53:25.571Z, ""polling"", ""https://onderwijsaanbod.kuleuven.be/2015/opleidingen/n/SC_51230411.htm#bl=04"", """"";;;
"2016-03-26T17:53:27.780Z, ""click"", ""https://onderwijsaanbod.kuleuven.be/2015/opleidingen/n/SC_51230411.htm#bl=04"", ""https://onderwijsaanbod.kuleuven.be/2015/opleidingen/n/SC_51230411.htm#""";;;
"2016-03-26T17:53:28.068Z, ""polling"", ""https://onderwijsaanbod.kuleuven.be/2015/opleidingen/n/SC_51230411.htm#bl=04,05"", """"";;;
"2016-03-26T17:53:29.682Z, ""click"", ""https://onderwijsaanbod.kuleuven.be/2015/opleidingen/n/SC_51230411.htm#bl=04,05"", ""https://onderwijsaanbod.kuleuven.be/2015/opleidingen/n/SC_51230411.htm#""";;;
"2016-03-26T17:53:30.069Z, ""polling"", ""https://onderwijsaanbod.kuleuven.be/2015/opleidingen/n/SC_51230411.htm#bl=04,05,06"", """"";;;
"2016-03-26T17:53:39.763Z, ""click"", ""https://onderwijsaanbod.kuleuven.be/2015/opleidingen/n/SC_51230411.htm#bl=04,05,06"", ""https://onderwijsaanbod.kuleuven.be/2015/syllabi/e/D0I69AE.htm""";;;
"2016-03-26T17:53:39.769Z, ""beforeunload"", ""https://onderwijsaanbod.kuleuven.be/2015/opleidingen/n/SC_51230411.htm#bl=04,05,06"", """"";;;
"2016-03-26T17:53:40.574Z, ""load"", ""https://onderwijsaanbod.kuleuven.be/2015/syllabi/e/D0I69AE.htm"", """"";;;
"2016-03-26T17:53:40.610Z, ""click"", ""https://onderwijsaanbod.kuleuven.be/2015/syllabi/e/D0I69AE.htm"", ""https://onderwijsaanbod.kuleuven.be/2015/syllabi/e/D0I69AE.htm#""";;;
"2016-03-26T17:53:41.074Z, ""polling"", ""https://onderwijsaanbod.kuleuven.be/2015/syllabi/e/D0I69AE.htm#activetab=doelstellingen_idp12583920"", """"";;;
"2016-03-26T17:57:36.792Z, ""click"", ""https://onderwijsaanbod.kuleuven.be/2015/syllabi/e/D0I69AE.htm#activetab=doelstellingen_idp12583920"", ""https://onderwijsaanbod.kuleuven.be/2015/opleidingen/n/index.htm""";;;
"2016-03-26T17:57:36.797Z, ""beforeunload"", ""https://onderwijsaanbod.kuleuven.be/2015/syllabi/e/D0I69AE.htm#activetab=doelstellingen_idp12583920"", """"";;;
"2016-03-26T17:57:38.323Z, ""load"", ""https://onderwijsaanbod.kuleuven.be/2015/opleidingen/n/index.htm"", """"";;;
"2016-03-26T17:57:40.448Z, ""click"", ""https://onderwijsaanbod.kuleuven.be/2015/opleidingen/n/index.htm"", ""https://onderwijsaanbod.kuleuven.be/2015/opleidingen/n/index.htm#""";;;
"2016-03-26T17:57:40.822Z, ""polling"", ""https://onderwijsaanbod.kuleuven.be/2015/opleidingen/n/index.htm#bl=9";"&f=-1,-1,-1,-1"", """"";;
"2016-03-26T17:57:42.443Z, ""click"", ""https://onderwijsaanbod.kuleuven.be/2015/opleidingen/n/index.htm#bl=9";"&f=-1,-1,-1,-1"", ""https://onderwijsaanbod.kuleuven.be/2015/opleidingen/n/index.htm#""";;
"2016-03-26T17:57:42.819Z, ""polling"", ""https://onderwijsaanbod.kuleuven.be/2015/opleidingen/n/index.htm#bl=9";"70&f=-1,-1,-1,-1"", """"";;
"2016-03-26T17:57:49.883Z, ""click"", ""https://onderwijsaanbod.kuleuven.be/2015/opleidingen/n/index.htm#bl=9";"70&f=-1,-1,-1,-1"", ""https://onderwijsaanbod.kuleuven.be/2015/opleidingen/n/CQ_50268945.htm""";;
"2016-03-26T17:57:49.888Z, ""beforeunload"", ""https://onderwijsaanbod.kuleuven.be/2015/opleidingen/n/index.htm#bl=9";"70&f=-1,-1,-1,-1"", """"";;
"2016-03-26T17:57:50.971Z, ""load"", ""https://onderwijsaanbod.kuleuven.be/2015/opleidingen/n/CQ_50268945.htm"", """"";;;
"2016-03-26T17:58:11.955Z, ""beforeunload"", ""https://onderwijsaanbod.kuleuven.be/2015/opleidingen/n/CQ_50268945.htm"", """"";;;
"2016-03-26T17:58:13.111Z, ""load"", ""https://search.yahoo.com/yhs/search?p=cnn&ei=UTF-8&hspart=mozilla&hsimp=yhs-002"", """"";;;
"2016-03-26T17:58:14.225Z, ""click"", ""https://search.yahoo.com/yhs/search?p=cnn&ei=UTF-8&hspart=mozilla&hsimp=yhs-002"", ""http://r.search.yahoo.com/_ylt=A86.JyC0zfZWZE0AtX4nnIlQ";"_ylu=X3oDMTEybDg3MTJ1BGNvbG8DZ3ExBHBvcwMxBHZ0aWQDQjE3MThfMQRzZWMDc3I-/RV=2/RE=1459043892/RO=10/RU=http%3a%2f%2fwww.cnn.com%2f/RK=0/RS=MhmxdWsVDGHpsnzqxyxeOp1lqN8-""";;
"2016-03-26T17:58:17.450Z, ""load"", ""http://www.cnn.com/"", """"";;;
"2016-03-26T17:58:23.223Z, ""click"", ""http://www.cnn.com/"", ""http://www.cnn.com/world""";;;
"2016-03-26T17:58:23.364Z, ""beforeunload"", ""http://www.cnn.com/"", """"";;;
"2016-03-26T17:58:26.943Z, ""load"", ""http://www.cnn.com/world"", """"";;;
"2016-03-26T17:58:50.543Z, ""click"", ""http://www.cnn.com/world"", ""http://www.cnn.com/2016/03/25/europe/brussels-belgium-attack-survivor-woman-in-yellow-nidhi-chaphekar/index.html""";;;
"2016-03-26T17:58:50.588Z, ""beforeunload"", ""http://www.cnn.com/world"", """"";;;
"2016-03-26T17:58:52.304Z, ""load"", ""http://www.cnn.com/2016/03/25/europe/brussels-belgium-attack-survivor-woman-in-yellow-nidhi-chaphekar/index.html"", """"";;;
"2016-03-26T17:59:27.846Z, ""click"", ""http://www.cnn.com/2016/03/25/europe/brussels-belgium-attack-survivor-woman-in-yellow-nidhi-chaphekar/index.html"", ""http://www.cnn.com/""";;;
"2016-03-26T17:59:28.090Z, ""beforeunload"", ""http://www.cnn.com/2016/03/25/europe/brussels-belgium-attack-survivor-woman-in-yellow-nidhi-chaphekar/index.html"", """"";;;
"2016-03-26T17:59:30.805Z, ""load"", ""http://www.cnn.com/"", """"";;;
"2016-03-26T17:59:38.292Z, ""click"", ""http://www.cnn.com/"", ""http://www.cnn.com/2016/03/25/opinions/how-to-thwart-terrorist-plot-opinion-hertling/index.html""";;;
"2016-03-26T17:59:38.462Z, ""beforeunload"", ""http://www.cnn.com/"", """"";;;
"2016-03-26T17:59:41.787Z, ""load"", ""http://www.cnn.com/2016/03/25/opinions/how-to-thwart-terrorist-plot-opinion-hertling/index.html"", """"";;;
"2016-03-26T18:00:19.607Z, ""click"", ""http://www.cnn.com/2016/03/25/opinions/how-to-thwart-terrorist-plot-opinion-hertling/index.html"", ""http://www.cnn.com/europe""";;;
"2016-03-26T18:00:19.645Z, ""beforeunload"", ""http://www.cnn.com/2016/03/25/opinions/how-to-thwart-terrorist-plot-opinion-hertling/index.html"", """"";;;
"2016-03-26T18:00:21.094Z, ""load"", ""http://www.cnn.com/europe"", """"";;;
"2016-03-26T18:19:29.350Z, ""beforeunload"", ""http://www.standaard.be/cnt/dmf20160325_02204284"", """"";;;
"2016-03-26T18:19:30.331Z, ""load"", ""http://www.standaard.be/cnt/dmf20160325_02204284"", """"";;;
"2016-03-26T18:19:35.709Z, ""click"", ""http://www.standaard.be/cnt/dmf20160325_02204284"", ""http://www.standaard.be/plus""";;;
"2016-03-26T18:19:35.717Z, ""beforeunload"", ""http://www.standaard.be/cnt/dmf20160325_02204284"", """"";;;
"2016-03-26T18:19:37.292Z, ""load"", ""http://www.standaard.be/plus"", """"";;;
"2016-03-26T18:19:42.737Z, ""beforeunload"", ""http://www.standaard.be/plus"", """"";;;
"2016-03-26T18:19:43.717Z, ""load"", ""http://www.standaard.be/"", """"";;;
"2016-03-26T18:19:45.774Z, ""click"", ""http://www.standaard.be/"", ""http://www.standaard.be/nieuws/binnenland""";;;
"2016-03-26T18:19:45.778Z, ""beforeunload"", ""http://www.standaard.be/"", """"";;;
"2016-03-26T18:19:46.558Z, ""load"", ""http://www.standaard.be/nieuws/binnenland"", """"";;;
"2016-03-26T18:19:50.781Z, ""click"", ""http://www.standaard.be/nieuws/binnenland"", ""http://www.standaard.be/cnt/dmf20160326_02205525""";;;
"2016-03-26T18:19:50.789Z, ""beforeunload"", ""http://www.standaard.be/nieuws/binnenland"", """"";;;
"2016-03-26T18:19:51.591Z, ""load"", ""http://www.standaard.be/cnt/dmf20160326_02205525"", """"";;;
"2016-03-26T18:19:55.874Z, ""click"", ""http://www.standaard.be/cnt/dmf20160326_02205525"", ""http://www.standaard.be/tag/aanslagen-brussel""";;;
"2016-03-26T18:19:55.886Z, ""beforeunload"", ""http://www.standaard.be/cnt/dmf20160326_02205525"", """"";;;
"2016-03-26T18:19:56.720Z, ""load"", ""http://www.standaard.be/tag/aanslagen-brussel"", """"";;;
"2016-03-26T18:20:24.470Z, ""click"", ""http://www.standaard.be/tag/aanslagen-brussel"", ""http://www.standaard.be/nieuws/buitenland""";;;
"2016-03-26T18:20:24.475Z, ""beforeunload"", ""http://www.standaard.be/tag/aanslagen-brussel"", """"";;;
"2016-03-26T18:20:25.449Z, ""load"", ""http://www.standaard.be/nieuws/buitenland"", """"";;;
"2016-03-26T18:20:26.581Z, ""click"", ""http://www.standaard.be/nieuws/buitenland"", ""http://www.standaard.be/opinies""";;;
"2016-03-26T18:20:26.588Z, ""beforeunload"", ""http://www.standaard.be/nieuws/buitenland"", """"";;;
"2016-03-26T18:20:27.264Z, ""load"", ""http://www.standaard.be/plus/krant/opinie/opinies"", """"";;;
"2016-03-26T18:20:29.963Z, ""beforeunload"", ""http://www.standaard.be/plus/krant/opinie/opinies"", """"";;;
"2016-03-26T18:20:30.420Z, ""load"", ""http://www.standaard.be/nieuws/buitenland"", """"";;;
"2016-03-26T18:20:31.552Z, ""click"", ""http://www.standaard.be/nieuws/buitenland"", ""http://www.standaard.be/nieuws/sport""";;;
"2016-03-26T18:20:31.559Z, ""beforeunload"", ""http://www.standaard.be/nieuws/buitenland"", """"";;;
"2016-03-26T18:20:32.644Z, ""load"", ""http://www.standaard.be/nieuws/sport"", """"";;;
"2016-03-26T18:20:34.532Z, ""click"", ""http://www.standaard.be/nieuws/sport"", ""http://www.standaard.be/nieuws/sport/voetbal/""";;;
"2016-03-26T18:20:34.539Z, ""beforeunload"", ""http://www.standaard.be/nieuws/sport"", """"";;;
"2016-03-26T18:20:35.641Z, ""load"", ""http://www.standaard.be/nieuws/sport/voetbal"", """"";;;
"2016-03-26T18:21:08.992Z, ""click"", ""http://www.standaard.be/nieuws/sport/voetbal"", ""http://www.standaard.be/nieuws/sport/voetbal?page=2""";;;
"2016-03-26T18:21:08.997Z, ""beforeunload"", ""http://www.standaard.be/nieuws/sport/voetbal"", """"";;;
"2016-03-26T18:21:09.857Z, ""load"", ""http://www.standaard.be/nieuws/sport/voetbal?page=2"", """"";;;
"2016-03-26T18:21:21.441Z, ""click"", ""http://www.standaard.be/nieuws/sport/voetbal?page=2"", ""http://www.standaard.be/cnt/dmf20160325_02203505""";;;
"2016-03-26T18:21:21.446Z, ""beforeunload"", ""http://www.standaard.be/nieuws/sport/voetbal?page=2"", """"";;;
"2016-03-26T18:21:22.263Z, ""load"", ""http://www.standaard.be/cnt/dmf20160325_02203505"", """"";;;
"2016-03-26T18:21:24.730Z, ""click"", ""http://www.standaard.be/cnt/dmf20160325_02203505"", ""http://www.standaard.be/plus/ochtend""";;;
"2016-03-26T18:21:24.736Z, ""beforeunload"", ""http://www.standaard.be/cnt/dmf20160325_02203505"", """"";;;
"2016-03-26T18:21:25.409Z, ""load"", ""http://www.standaard.be/plus/ochtend"", """"";;;
"2016-03-26T18:21:27.047Z, ""click"", ""http://www.standaard.be/plus/ochtend"", ""http://www.standaard.be/plus/ochtend/4""";;;
"2016-03-26T18:21:27.052Z, ""beforeunload"", ""http://www.standaard.be/plus/ochtend"", """"";;;
"2016-03-26T18:21:28.038Z, ""load"", ""http://www.standaard.be/plus/login?goto=http%3A%2F%2Fwww.standaard.be%3A80%2Fplus%2Fochtend%2F4"", """"";;;
"2016-03-26T18:21:30.184Z, ""click"", ""http://www.standaard.be/plus/login?goto=http%3A%2F%2Fwww.standaard.be%3A80%2Fplus%2Fochtend%2F4"", ""http://www.standaard.be/plus/ochtend""";;;
"2016-03-26T18:21:30.189Z, ""beforeunload"", ""http://www.standaard.be/plus/login?goto=http%3A%2F%2Fwww.standaard.be%3A80%2Fplus%2Fochtend%2F4"", """"";;;
"2016-03-26T18:21:30.825Z, ""load"", ""http://www.standaard.be/plus/ochtend"", """"";;;
"2016-03-26T18:21:40.531Z, ""click"", ""http://www.standaard.be/plus/ochtend"", ""http://www.standaard.be/plus/ochtend/30""";;;
"2016-03-26T18:21:40.536Z, ""beforeunload"", ""http://www.standaard.be/plus/ochtend"", """"";;;
"2016-03-26T18:21:41.397Z, ""load"", ""http://www.standaard.be/plus/login?goto=http%3A%2F%2Fwww.standaard.be%3A80%2Fplus%2Fochtend%2F30"", """"";;;
"2016-03-26T18:21:50.624Z, ""beforeunload"", ""http://www.standaard.be/plus/login?goto=http%3A%2F%2Fwww.standaard.be%3A80%2Fplus%2Fochtend%2F30"", """"";;;
"2016-03-26T18:21:51.416Z, ""load"", ""https://search.yahoo.com/yhs/search?p=deredactie&ei=UTF-8&hspart=mozilla&hsimp=yhs-002"", """"";;;
"2016-03-26T18:21:52.569Z, ""click"", ""https://search.yahoo.com/yhs/search?p=deredactie&ei=UTF-8&hspart=mozilla&hsimp=yhs-002"", ""http://r.search.yahoo.com/_ylt=A86.J70.0_ZW_EsAGRUnnIlQ";"_ylu=X3oDMTEybDg3MTJ1BGNvbG8DZ3ExBHBvcwMxBHZ0aWQDQjE3MThfMQRzZWMDc3I-/RV=2/RE=1459045311/RO=10/RU=http%3a%2f%2fwww.deredactie.be%2f/RK=0/RS=D488AxRDptePkhJnjUQ1rNqllPU-""";;
"2016-03-26T18:21:55.396Z, ""load"", ""http://deredactie.be/cm/vrtnieuws"", """"";;;
"2016-03-26T18:22:08.883Z, ""click"", ""http://deredactie.be/cm/vrtnieuws"", ""http://deredactie.be/cm/vrtnieuws/videozone""";;;
"2016-03-26T18:22:08.907Z, ""beforeunload"", ""http://deredactie.be/cm/vrtnieuws"", """"";;;
"2016-03-26T18:22:10.450Z, ""load"", ""http://deredactie.be/cm/vrtnieuws/videozone"", """"";;;
"2016-03-26T18:22:17.630Z, ""click"", ""http://deredactie.be/cm/vrtnieuws/videozone"", ""http://deredactie.be/cm/vrtnieuws/videozone/nieuws/politiek/1.2612587""";;;
"2016-03-26T18:22:17.634Z, ""beforeunload"", ""http://deredactie.be/cm/vrtnieuws/videozone"", """"";;;
"2016-03-26T18:22:18.663Z, ""load"", ""http://deredactie.be/cm/vrtnieuws/videozone/nieuws/politiek/1.2612587"", """"";;;
"2016-03-26T18:23:11.311Z, ""click"", ""http://deredactie.be/cm/vrtnieuws/videozone/nieuws/politiek/1.2612587"", ""http://deredactie.be/cm/vrtnieuws/2.43497/1.2612632?playlist=7.39637""";;;
"2016-03-26T18:23:11.326Z, ""beforeunload"", ""http://deredactie.be/cm/vrtnieuws/videozone/nieuws/politiek/1.2612587"", """"";;;
"2016-03-26T18:23:12.589Z, ""load"", ""http://deredactie.be/cm/vrtnieuws/2.43497/1.2612632?playlist=7.39637"", """"";;;
"2016-03-26T18:23:39.887Z, ""click"", ""http://deredactie.be/cm/vrtnieuws/2.43497/1.2612632?playlist=7.39637"", ""http://deredactie.be/cm/vrtnieuws/videozone/programmas/journaal/2.43555?video=1.2612481""";;;
"2016-03-26T18:23:39.903Z, ""beforeunload"", ""http://deredactie.be/cm/vrtnieuws/2.43497/1.2612632?playlist=7.39637"", """"";;;
"2016-03-26T18:23:41.455Z, ""load"", ""http://deredactie.be/cm/vrtnieuws/videozone/programmas/journaal/2.43555?video=1.2612481"", """"";;;
"2016-03-26T18:26:34.480Z, ""click"", ""http://deredactie.be/cm/vrtnieuws/videozone/programmas/journaal/2.43555?video=1.2612481"", ""http://deredactie.be/cm/vrtnieuws/videozone/nieuws/binnenland""";;;
"2016-03-26T18:26:34.505Z, ""beforeunload"", ""http://deredactie.be/cm/vrtnieuws/videozone/programmas/journaal/2.43555?video=1.2612481"", """"";;;
"2016-03-26T18:26:36.602Z, ""load"", ""http://deredactie.be/cm/vrtnieuws/videozone/nieuws/binnenland"", """"";;;
"2016-03-26T18:26:39.339Z, ""click"", ""http://deredactie.be/cm/vrtnieuws/videozone/nieuws/binnenland"", ""http://deredactie.be/cm/vrtnieuws/videozone/programmas/journaal""";;;
"2016-03-26T18:26:39.351Z, ""beforeunload"", ""http://deredactie.be/cm/vrtnieuws/videozone/nieuws/binnenland"", """"";;;
"2016-03-26T18:26:40.392Z, ""load"", ""http://deredactie.be/cm/vrtnieuws/videozone/programmas/journaal"", """"";;;
"2016-03-26T18:29:15.973Z, ""click"", ""http://deredactie.be/cm/vrtnieuws/videozone/programmas/journaal"", ""http://deredactie.be/cm/vrtnieuws/videozone/meestbekeken""";;;
"2016-03-26T18:29:15.989Z, ""beforeunload"", ""http://deredactie.be/cm/vrtnieuws/videozone/programmas/journaal"", """"";;;
"2016-03-26T18:29:18.836Z, ""load"", ""http://deredactie.be/cm/vrtnieuws/videozone/meestbekeken"", """"";;;
"2016-03-26T18:29:29.691Z, ""click"", ""http://deredactie.be/cm/vrtnieuws/videozone/meestbekeken"", ""http://deredactie.be/cm/vrtnieuws/videozone/programmas/journaal/2.43555?video=1.2612492""";;;
"2016-03-26T18:29:29.710Z, ""beforeunload"", ""http://deredactie.be/cm/vrtnieuws/videozone/meestbekeken"", """"";;;
"2016-03-26T18:29:31.206Z, ""load"", ""http://deredactie.be/cm/vrtnieuws/videozone/programmas/journaal/2.43555?video=1.2612492"", """"";;;
"2016-03-26T18:30:15.885Z, ""click"", ""http://deredactie.be/cm/vrtnieuws/videozone/programmas/journaal/2.43555?video=1.2612492"", ""http://deredactie.be/cm/vrtnieuws/videozone/nieuws""";;;
"2016-03-26T18:30:15.903Z, ""beforeunload"", ""http://deredactie.be/cm/vrtnieuws/videozone/programmas/journaal/2.43555?video=1.2612492"", """"";;;
"2016-03-26T18:30:16.991Z, ""load"", ""http://deredactie.be/cm/vrtnieuws/videozone/nieuws"", """"";;;
"2016-03-26T18:30:17.720Z, ""click"", ""http://deredactie.be/cm/vrtnieuws/videozone/nieuws"", ""http://deredactie.be/cm/vrtnieuws/videozone/livestream""";;;
"2016-03-26T18:30:17.749Z, ""beforeunload"", ""http://deredactie.be/cm/vrtnieuws/videozone/nieuws"", """"";;;
"2016-03-26T18:30:18.868Z, ""load"", ""http://deredactie.be/cm/vrtnieuws/videozone/livestream"", """"";;;
"2016-03-26T18:30:22.153Z, ""click"", ""http://deredactie.be/cm/vrtnieuws/videozone/livestream"", ""http://deredactie.be/cm/2.27098?mode=ajax&view=videoWall&id=videowall_nav1_4&showLoadMore=true&nrOfRows=3""";;;
"2016-03-26T18:30:24.749Z, ""click"", ""http://deredactie.be/cm/vrtnieuws/videozone/livestream"", ""http://deredactie.be/cm/2.27101?mode=ajax&view=videoWallContent&title=Terzake&id=videowall_nav1_4_2_27101&showLoadMore=true&nrOfRows=3""";;;
"2016-03-26T18:30:29.153Z, ""click"", ""http://deredactie.be/cm/vrtnieuws/videozone/livestream"", ""http://deredactie.be/cm/vrtnieuws/videozone/livestream#""";;;
"2016-03-26T18:30:47.656Z, ""beforeunload"", ""http://deredactie.be/cm/vrtnieuws/videozone/livestream"", """"";;;
"2016-03-26T18:30:48.655Z, ""load"", ""https://search.yahoo.com/yhs/search?p=kuleuven+ingenieurswetenschappen&ei=UTF-8&hspart=mozilla&hsimp=yhs-002"", """"";;;
